id,title,artists,pp_artist
1bemsRXGIucdodYDoAZwHa,"The Council of Elrond Assembles / ""Aníron"" (feat. Enya)","['Howard Shore', 'Enya']",Howard Shore / Enya
71vB7favNaz2fZTAUn118Q,Elephant Prologue,['Ramin Djawadi'],Ramin Djawadi
1UBd7aWHZCz8yirI9KCvAU,"Becoming one of ""The People"" Becoming one with Neytiri",['James Horner'],James Horner
5lDXNxaigYgrUDxmONHdq6,Avatar (The Theme),['The Piano Guys'],The Piano Guys
5RL4v9UOM26aW72t7bF9K0,Artemis - Goddess of the Forest and Hills,['Jon Adamich'],Jon Adamich
2KA18P3RNYgxnSbK2mwWXb,Hera - Queen of the Gods (feat. Katja Tennigkeit),"['Jon Adamich', 'Katja Tennigkeit']",Jon Adamich / Katja Tennigkeit
2zVFbXjDavKzwlpV3zwrM0,Hestia - Goddess of Peace and the Hearth,['Jon Adamich'],Jon Adamich
5NAmHoRMpCaohOOb7elVSx,"Apollo - God of Light, Truth, and Healing",['Jon Adamich'],Jon Adamich
7yHoa5Q1cLQivlTDpd5tNY,Skies Within,['Mattia Cupelli'],Mattia Cupelli
0nNpa7hlxTeM163nmY7ypN,Suspirium (Arr. Rimmer),"['Jess Gillam', 'Jess Gillam Ensemble']",Jess Gillam / Jess Gillam Ensemble
26L9Z8oSF80aSS2FOiRWKE,LEH,['Martin Kohlstedt'],Martin Kohlstedt
1yRhleECVfF2KVxXrmT3Lp,Fly,"['Ludovico Einaudi', 'Martin Jacoby']",Ludovico Einaudi / Martin Jacoby
0BfhiRNtXCS5Q4DUZl5AB1,Sweet Rain,['Bill Douglas'],Bill Douglas
0mWlorCWdvXTgTZznkVYmj,Life as a Flower,['Vincent Diamante'],Vincent Diamante
17erPA7kJ3Hpvw3fkUHMdG,Komorebi,['Frameworks'],Frameworks
